pmid,title,journal,year,authors,abstract,query
37732197,A Nanopore sequencing-based pharmacogenomic panel to personalize tuberculosis drug dosing.,medRxiv : the preprint server for health sciences,2023,Renu Verma; Kesia Esther da Silva; Neesha Rockwood; Roeland E Wasmann; Nombuso Yende; Taeksun Song; Eugene Kim; Paolo Denti; Robert J Wilkinson; Jason R Andrews,"Standardized dosing of anti-tubercular (TB) drugs leads to variable plasma drug levels, which are associated with adverse drug reactions, delayed treatment response, and relapse. Mutations in genes affecting drug metabolism explain considerable interindividual pharmacokinetic variability; however, pharmacogenomic (PGx) assays that predict metabolism of anti-TB drugs have been lacking. To develop a Nanopore sequencing panel and validate its performance in active TB patients to personalize treatment dosing. We developed a Nanopore sequencing panel targeting 15 single nucleotide polymorphisms (SNP) in 5 genes affecting the metabolism of isoniazid (INH), rifampin (RIF), linezolid and bedaquiline. For validation, we sequenced DNA samples (n=48) from the 1000 genomes project and compared variant calling accuracy with Illumina genome sequencing. We then sequenced DNA samples from patients with active TB (n=100) from South Africa on a MinION Mk1C and evaluated the relationship between genotypes and pharmacokinetic parameters for INH and RIF. The PGx panel achieved 100% concordance with Illumina sequencing in variant identification for the samples from the 1000 Genomes Project. In the clinical cohort, coverage was >100x for 1498/1500 (99.8%) amplicons across the 100 samples. One third (33%) of participants were identified as slow, 47% were intermediate and 20% were rapid isoniazid acetylators. Isoniazid clearance was significantly impacted by acetylator status (p<0.0001) with median (IQR) clearances of 11.2 L/h (9.3-13.4), 27.2 L/h (22.0-31.7), and 45.1 L/h (34.1-51.1) in slow, intermediate, and rapid acetylators. Rifampin clearance was 17.3% (2.50-29.9) lower in individuals with homozygous <i>AADAC</i> rs1803155 G>A substitutions (p=0.0015). Targeted sequencing can enable detection of polymorphisms influencing TB drug metabolism on a low-cost, portable instrument to personalize dosing for TB treatment or prevention.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37711937,Melioidosis as a Mystique Infection: A Study From Central India.,Cureus,2023,Vaibhav Yadav; Akash Pawar; Mahadev Meena; Sagar Khadanga; Ayush Gupta; Tarini Prasad Dandasena; Abhishek Singhai; Rajnish Joshi; Saurabh Saigal; Mahendra Atlani,"Melioidosis is caused by the Gram-negative bacilli Burkholderia pseudomallei, which is found in contaminated water and soil and spreads via inhalation, inoculation, and ingestion. Melioidosis manifests diversely in immunocompetent and immunocompromised patients, ranging from asymptomatic to life-threatening respiratory distress, septic shock, localized tissue infection, necrotizing pneumonia, and soft organ abscesses.  Methods: An 18-month observational study was conducted at a tertiary center in central India among various confirmed melioidosis cases, with data gathered and analyzed. Aerobic culture and sensitivity were performed in all studied cases, either in blood/body fluid/localized collection - using blood agar media for the culture and disc diffusion method on Mueller Hinton agar for sensitivity. Other tests, such as radiological imaging, were conducted according to symptoms and signs of localized infection. The melioidosis cases under study were compared on various clinical/presenting parameters. Melioidosis has a variety of risk factors, but we found that, in India, diabetic patients are at a higher risk of this infection, particularly fatal forms, as all of the patients in our study were diabetic. Melioidosis is known to have joint involvement, either as a source of infection or later in the course of the disease. All cases were successfully treated with antibiotics and surgical procedures, demonstrating the significance of determining disease etiology, early diagnosis, and rapid early management.  Melioidosis is a potentially fatal disease, particularly in diabetics, with a wide range of symptoms and complications. Physicians face a variety of challenges, including clinical symptoms resembling other chronic illnesses, such as tuberculosis, delays in laboratory confirmation, underdiagnosis, reduced reporting, and a lack of suspicion. Because there are very little data and it is a seldom reported infection from central India, we are publishing a study on seven melioidosis patients.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37696514,Case Report: Nocardia amamiensis Infection Leading to Worsening of Chronic Obstructive Pulmonary Disease Symptoms in an Elderly Man.,The American journal of tropical medicine and hygiene,2023,Ahalya Kanakan; Amit Kumar; Upinder Kaur; Prity Narwade; Zinnu Rain; Nidhi Yadav; Ishan Kumar; Deepak Kumar; Sankha Shubhra Chakrabarti,"Nocardiosis is a rare opportunistic infection mostly affecting the lungs, brain, or skin of immunocompromised individuals. Most pulmonary nocardiosis patients present with nonspecific clinical features such as productive cough, exertional dyspnea, and fever. The disease is uncommonly suspected, especially in tuberculosis-endemic regions, and clinical diagnosis is often delayed, resulting in high mortality. Pulmonary nocardiosis in apparently immunocompetent individuals is uncommon. Here, we present the case of an elderly gentleman with a background history of poorly controlled diabetes but no history of systemic steroid use who presented with worsening symptoms of chronic obstructive pulmonary disease in the form of productive cough and dyspnea. The patient had diffuse crepitations in bilateral lung fields and an arterial oxygen saturation of 86% at admission. Sputum microscopy revealed gram-positive filamentous bacteria that could be successfully cultured and identified as Nocardia amamiensis on 16S ribosomal RNA sequencing. Contrast-enhanced computed tomography of the lungs revealed cavitary nodules and consolidation. The patient responded well to treatment with specific antibiotics based on sensitivity patterns. Because of the nonspecific clinical and radiological findings in pulmonary nocardiosis, a high index of suspicion is required, especially in tuberculosis-endemic regions.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37668730,Unveiling foot tuberculosis as an under-recognized source of foot pain.,International orthopaedics,2024,Jatin Prakash; Jyoti Garg; Vikas,"Foot tuberculosis is a rare form of osteoarticular tuberculosis, accounting for less than 1% of cases. It presents unique diagnostic challenges due to its nonspecific clinical features and overlapping symptoms with other conditions. This study aimed to investigate the clinical presentation, radiographic findings, and prognosis of foot tuberculosis, with the goal of improving early recognition and appropriate intervention. A prospective study was conducted between November 2016 and July 2021, involving 39 patients diagnosed with foot tuberculosis. Clinical examinations, laboratory tests, X-rays, and MRI evaluations were performed to aid in the diagnosis. Biopsy was conducted on patients with radiological lesions. Patients were treated with an 18-month course of antitubercular therapy (ATT). Foot Function Index (FFI) scores were recorded before and after treatment. Statistical analysis was conducted to assess factors impacting prognosis. Unilateral foot involvement was observed in all patients, with a male predominance (61.5%) and a mean age of 31.3 years. The most common symptoms were pain and edema, with sinus tracts present in 17.9% of patients. Radiographic findings showed cystic and sclerotic lesions, with the ""spina ventosa"" appearance primarily affecting the metatarsal bones. MRI played a valuable role in early detection. Histopathological examination confirmed tuberculosis in all cases, and acid-fast bacilli were found in 23% of patients. Most patients (79.4%) responded well to ATT without requiring surgery. Factors such as high initial ESR, delayed ATT initiation, multiple lesions, and tarsal involvement were associated with unfavourable outcomes. Foot tuberculosis presents with nonspecific symptoms, leading to misdiagnosis and delays in appropriate treatment. Clinical examination, radiographic evaluation, and biopsy are essential for accurate diagnosis. Early initiation of ATT is crucial for favourable outcomes. Factors such as high initial ESR, delayed treatment initiation, multiple lesions, and tarsal involvement negatively impact prognosis. This study highlights the importance of recognizing foot tuberculosis and provides insights into its clinical presentation, radiographic features, and treatment outcomes, facilitating timely intervention and improved patient management.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37667730,"Knowledge Among Junior Doctors About the Collection and Transport of Samples for Tuberculosis Diagnosis in a Medical College Hospital in Coastal Karnataka, India.",Cureus,2023,Jeshela Jamal; Kibballi M Akshaya; Hegde Pavithra,"Background The accuracy of the TB diagnosis depends on the quality of the collected and transported samples. Inadequate knowledge and practices regarding the collection and transport of sputum samples can lead to false-negative results and delay the diagnosis and treatment of TB. This study was conducted to assess the knowledge of residents and interns about the collection and transport of sputum and other samples for the diagnosis of tuberculosis in a medical college hospital. Methods This was a cross-sectional study conducted among 120 medical interns and postgraduate residents of a medical college hospital in coastal Karnataka, India. Participants were interviewed using a pre-designed and structured questionnaire. The data was analyzed using IBM Corp. Released 2015. IBM SPSS Statistics for Windows, Version 23.0. Armonk, NY: IBM Corp. Descriptive statistics like the mean, standard deviation, and chi-square test were used. A p-value less than 0.05 was considered statistically significant. Results Most of the study participants (76, 63.3%) belonged to the age group of 22 to 25 years and were interns. Nearly three-quarters of the participants (85, 70.8%) were female. Based on the mean score, 69.2% of the participants exhibited good knowledge. Among the socio-demographic characteristics, being a postgraduate resident was associated with good knowledge about the collection and transport of samples (p-value < 0.05). Conclusion Seven out of ten participants had good knowledge about the collection and transport of sputum and other samples for the diagnosis of tuberculosis. Strengthening the training of this category of health workers needs to be prioritized.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37658369,Factors affecting ability of TB patients to follow treatment guidelines - applying a capability approach.,International journal for equity in health,2023,B Aravind Chandru; Ravi Prasad Varma,"Negotiating anti-Tuberculosis treatment is a complicated process comprising daily consumption of multiple medications at stipulated times and dosages, as well as periodic follow-ups and investigations, may not be uniform for all Tuberculosis (TB) patients and some may perform better than others. In this context, we conducted a study in Thiruvananthapuram district, Kerala to ascertain the ability of those suffering from TB to follow treatment guidelines. This study used an embedded mixed methods design. We collected cross-sectional data from 135 drug sensitive pulmonary TB patients aged 18 years or above in Thiruvananthapuram, Kerala using a structured questionnaire to get the proportion of patients following all treatment guidelines. We also did eight in-depth interviews (four men and four women) from within the survey sample. The in-depth interviews were inductively analysed for getting deeper insights about reasons for the choices people made regarding the treatment guidelines. Written informed consent was taken from all participants and the study was implemented after the necessary programmatic and ethical clearances. Of the 105 men and 30 women studied, uninterrupted daily drug consumption was reported by 80 persons (59.3%, 95% Confidence Intervals (CI) 50.8-67.2%). Overall, 38 (28.2%, 95% CI 21.3%-36.3%) persons were able to follow all seven aspects of advised guidelines. Living in an extended/ joint family (Adjusted Odds ratio (AOR) 2.6, 95% CI 1.1-6.0), approximate monthly household expenditure of over rupees 13,500 (AOR 2.9, 95% CI 1.3-6.7) and no perceived delay in seeking initial care (AOR 3.2, 95% CI 1.2-8.7) were significantly associated with following all aspects of treatment guidelines. In-depth interviews revealed reflective treatment related behaviours were influenced by bodily experiences, moral perceptions, social construct of TB, programmatic factors and substance use. Sometimes behaviours were non-reflective also. Programmatic stress was on individual agency for changing behaviour but capability and opportunity for these were influenced social aspects like stigma, gender roles and poverty. TB patients live amidst a syndemic of biomedical and social problems. These problems influence the capabilities and opportunities of such TB patients to follow treatment guidelines. Interventions should balance focus on individual agency and social abd economic factors.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37636756,Limited Granulomatosis With Polyangiitis of Nose and Paranasal Sinuses - a Case Report.,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India,2023,Tejashri S Aher; Ramkumar V; Vipin R Ekhar; Ritesh N Shelkar; Jeevan N Vedi,"Granulomatosis with polyangiitis is a rare disease with involvement of multiple organ system. It classically affects the upper respiratory tract, lower respiratory tract and kidneys. 90% of patients present with upper respiratory diseases like rhinosinusitis, nasal polyposis, nasal septal perforation, serous otitis media, impaired hearing and stridor due to subglottic stenosis. Disease manifests in two forms as limited disease i.e. without renal involvement and generalized disease i.e. with renal involvement. It needs to be differentiated from chronic granulomatous diseases like tuberculosis and delay in the treatment should be prevented. Here we present a case with disease limited to Nose and Paranasal sinuses.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37635510,Diffusion Restriction in Bilateral Thalami: Beyond Artery of Percheron Infarct.,Neurology India,2023,Reshma S Shaik; Sandhya Manorenj; Sravan K Marupaka; Tasneem Ara,"Bilateral thalamic infarction, especially the medial thalamus, has been characteristically described in the artery of Percheron (AOP) affection. However, bilateral thalamic restriction has been described in many entities beyond the AOP infarction. Here we describe a case series (three cases) with infection as an etiology for bilateral thalamic lesions in the topographic distribution of the AOP from a tertiary care center in tropical India. : Case series during a 1-year period collecting cases with bilateral thalamic diffusion restriction on MRI who did not have thalamic infarcts and their outcomes. : Bilateral thalamic lesion can occur in both bacterial and viral infections such as tuberculosis, dengue, and SARS-COV-2. Thus, we intend to add infections as one of the etiologies in the ever-expanding list of conditions that produce bilateral thalamic restriction. All the acute symmetric thalamic lesions are not always secondary to vascular insult. Accurate assessment and prompt diagnosis can prevent unnecessary delays in treatment. To our knowledge, this is the first case series in the literature that throws light on the bilateral thalamic lesions in the topographic distribution of the AOP secondary to infections in a tropical country like India.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37521401,Coinfection of Streptococcus agalactiae and Tuberculous Osteomyelitis of Tibia Mimicking Brodie's Abscess in an Immunocompetent Adult: A Case Report.,Journal of orthopaedic case reports,2023,Akhil Ajit; Bobby Jacob; Anup Warrier,"Coinfection of tuberculous osteomyelitis with Streptococcus agalactiae has not been reported in an immunocompetent adult so far. The slow progress of tuberculous osteomyelitis, due to lack of significant elevations in the laboratory values and changes in the radiographic appearance, often leads to confusion with brodie's abscess. These two clinical conditions often lead to delay in diagnosis and progressive bone destruction. The aim of this report was to highlight recognizing the possibility of coinfections in tuberculous osteomyelitis and early treatment targeting both organisms simultaneously. We report a case of a 24-year-old male patient from Kerala, India presented with pain and swelling over distal leg for 2 weeks along with mild fever for 1 month. Imaging showed a brodie's abscess over distal tibia. Pus culture isolated S. Agalactiae. Bone biopsy reported as necrotizing granulomatous lesion. Computed tomography thorax was suggestive of necrotic tuberculous mediastinal and hilar lymphadenopathy. Based on histopathology, microbiology, and radiological findings, coinfection of tuberculous osteomyelitis and bacterial infection was confirmed and antitubercular therapy was started, along with antibiotics for S. agalactiae. Tuberculous osteomyelitis mimicking brodie's abscess is very rare. It is important to consider coinfection in osteomyelitis and it is essential to do tuberculosis-polymerase chain reaction and histopathological examination, along with bacterial and fungal culture of pus in subacute osteomyelitis for the early diagnosis and treatment.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37498858,"Intersections of informal work status, gender and tuberculosis diagnosis: Insights from a qualitative study from an Indian setting.",PloS one,2023,Sobin George; T S Syamala; Aditi Paranjpe; Mohamed Saalim,"There is evidence that more than one third of tuberculosis (TB) cases in India go undiagnosed each year and it is more pronounced among female patients. While there are studies available on the socioeconomic, cultural and gender-related dimensions of TB diagnosis delays among female patients in India, intersections of gender, informal work and diagnosis delays are not sufficiently studied. The present study aims to fill this gap by examining the TB diagnosis delay that are linked to the contingencies of working in informal arrangements for women from lower socio economic background. The study draws on 80 qualitative in-depth interviews conducted among female patients from lower socio-economic background, who were working or recently stopped working in informal arrangements and undergoing Directly Observed Therapy, Short-course (DOTS) treatment in Bengaluru (India) city and 60 willing significant others of the patients. The participants were identified through a scoping survey that covered 188 female patients from 18 DOTS centres in the city. Other than the already known reasons for the delay in TB diagnosis for women such as normalisation of symptoms, stigma and the gender-related discrimination leading to low prioritisation of women's illness, the present study identifies reasons related to work informality. These are normalisation of symptoms as workplace health problems; work related concerns that restricted formal help seeking; non TB specific narratives of symptoms, often incorrectly assumed to be work related health issues or comorbidities and thus confounding the early accurate diagnosis by the medical personnel and shifting between formal and informal systems of help-seeking. Further, the study found that mere knowledge of TB symptoms did not always translate to early diagnosis for patients from the lower socioeconomic groups working in informal arrangements due to the fear of losing work and wages owing to hospital visits. The workplace focus, especially the informal sector where a huge majority of India's workforce is employed, is notably absent in the TB elimination programme. The study indicates the need to adopt a comprehensive approach in the ongoing TB elimination programme in India in which family, living environment and workplace should be integral parts.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37468869,Differentiating gastrointestinal tuberculosis and Crohn's disease- a comprehensive review.,BMC gastroenterology,2023,Arup Choudhury; Jasdeep Dhillon; Aravind Sekar; Pankaj Gupta; Harjeet Singh; Vishal Sharma,"Gastrointestinal Tuberculosis (GITB) and Crohn's disease (CD) are both chronic granulomatous diseases with a predilection to involve primarily the terminal ileum. GITB is often considered a disease of the developing world, while CD and inflammatory bowel disease are considered a disease of the developed world. But in recent times, the epidemiology of both diseases has changed. Differentiating GITB from CD is of immense clinical importance as the management of both diseases differs. While GITB needs anti-tubercular therapy (ATT), CD needs immunosuppressive therapy. Misdiagnosis or a delay in diagnosis can lead to catastrophic consequences. Most of the clinical features, endoscopic findings, and imaging features are not pathognomonic for either of these two conditions. The definitive diagnosis of GITB can be clinched only in a fraction of cases with microbiological positivity (acid-fast bacilli, mycobacterial culture, or PCR-based tests). In most cases, the diagnosis is often based on consistent clinical, endoscopic, imaging, and histological findings. Similarly, no single finding can conclusively diagnose CD. Multiparametric-based predictive models incorporating clinical, endoscopy findings, histology, radiology, and serology have been used to differentiate GITB from CD with varied results. However, it is limited by the lack of validation studies for most such models. Many patients, especially in TB endemic regions, are initiated on a trial of ATT to see for an objective response to therapy. Early mucosal response assessed at two months is an objective marker of response to ATT. Prolonged ATT in CD is recognized to have a fibrotic effect. Therefore, early discrimination may be vital in preventing the delay in the diagnosis of CD and avoiding a complicated course.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37459028,Time Elapsed from onset of symptoms to antituberculosis treatment in children with central nervous system tuberculosis in a tertiary hospital in South India: A mixed-methods pilot study.,Indian journal of public health,2023,Prathiksha Giridharan; Priscilla Rebecca; Bella Devaleenal; Elilarasi Chelladurai; Ponnuraja Chinnaiyan; Muniyandi Malaisamy,"A pilot study with a mixed-methods design was conducted to estimate the time for tuberculosis (TB) treatment initiation and associated factors among children with central nervous system-TB (CNS-TB). A total of 38 children were enrolled for the quantitative component, and 20 in-depth interviews were conducted. The median duration (interquartile range) from onset of symptoms to treatment initiation was 23 (11, 55) days. About 44% and 31% of the children presented with Stage II and Stage III of CNS-TB, respectively. The major reasons for delay were symptoms not taken seriously (50%) and too many referrals (21%). About 89% of the families went into catastrophic health expenditure due to the disease. The treatment delay may be due to both patient delay and health system delay. Tailoring approaches to target the pediatric population could further improve early detection and treatment initiation of CNS-TB.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37433855,ResR/McdR-regulated protein translation machinery contributes to drug resilience in Mycobacterium tuberculosis.,Communications biology,2023,Pramila Pal; Mohd Younus Khan; Shivani Sharma; Yashwant Kumar; Nikita Mangla; Prem S Kaushal; Nisheeth Agarwal,"Survival response of the human tuberculosis pathogen, Mycobacterium tuberculosis (Mtb) to a diverse environmental cues is governed through its versatile transcription regulatory mechanisms with the help of a large pool of transcription regulators (TRs). Rv1830 is one such conserved TR, which remains uncharacterized in Mtb. It was named as McdR based on an effect on cell division upon its overexpression in Mycobacterium smegmatis. Recently, it has been implicated in antibiotic resilience in Mtb and reannotated as ResR. While Rv1830 affects cell division by modulating the expression of M. smegmatis whiB2, the underlying cause of its essentiality and regulation of drug resilience in Mtb is yet to be deciphered. Here we show that ResR/McdR, encoded by ERDMAN_2020 in virulent Mtb Erdman, is pivotal for bacterial proliferation and crucial metabolic activities. Importantly, ResR/McdR directly regulates ribosomal gene expression and protein synthesis, requiring distinct disordered N-terminal sequence. Compared to control, bacteria depleted with resR/mcdR exhibit delayed recovery post-antibiotic treatment. A similar effect upon knockdown of rplN operon genes further implicates ResR/McdR-regulated protein translation machinery in attributing drug resilience in Mtb. Overall, findings from this study suggest that chemical inhibitors of ResR/McdR may be proven effective as adjunctive therapy for shortening the duration of TB treatment.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37429151,Limited sampling strategies for therapeutic drug monitoring of anti-tuberculosis medications: A systematic review of their feasibility and clinical utility.,"Tuberculosis (Edinburgh, Scotland)",2023,Rinu Mary Xavier; S M Sharumathi; Arun Kanniyappan Parthasarathy; Deepalakshmi Mani; Tharani Mohanasundaram,"Therapeutic drug monitoring (TDM) is recommended for medications with high inter-individual variability, narrow therapeutic index drugs, possible drug-drug interactions, drug toxicity, and subtherapeutic concentrations, as well as to assess noncompliance. The area under the plasma concentration-time curve (AUC) is a significant pharmacokinetic parameter since it calculates the drug's total systematic exposure in the body. However, multiple blood samples from the patient are required to calculate the area under the curve, which is inconvenient for both the patient and the healthcare professional. To alleviate the issue, the limited sampling strategy (LSS) was devised, in which sampling is minimized while obtaining complete and precise findings to anticipate the area under the curve. One can reduce costs, labor, and discomfort for patients and healthcare workers by applying this limited sampling strategy. This article examines a systematic evaluation of all the limited sampling done in anti-tuberculosis (anti-TB) medications resulting from the literature search of several research papers. This article also briefly describes the two methodologies: Multiple regression analysis (MRA) and the Bayesian approach used to develop a limited sampling strategy model. Anti-TB medications have been found to have considerable inter-individual variability, and isoniazid has a narrow therapeutic index, both of which are criteria for therapeutic drug monitoring. To avoid multi-drug resistance and therapy failure, it is proposed that limited sampling strategy-based therapeutic drug monitoring of anti-TB medications be undertaken to generate an individualized dose regimen, particularly for individuals at high risk of treatment failure or delayed response.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37409311,Superior Mesenteric Artery Syndrome as a Rare Cause of Postoperative Intractable Vomiting: A Case Report.,Clinical and experimental gastroenterology,2023,Sanketh Edem; Aakansha Giri Goswami; Bibek Karki; Preeti Acharya; Udit Chauhan; Navin Kumar; Somprakas Basu,"Superior mesenteric artery syndrome is a very rare cause of proximal intestinal obstruction. The objective of this clinical case report is to highlight that this unusual condition can occur in the early postoperative period and medical management may completely cure the condition. A middle-aged female who was being treated for pulmonary tuberculosis underwent exploratory laparotomy with limited ileal resection and a loop ileostomy for multiple ileal perforations. Postoperatively, she was restarted on anti-tubercular drugs (ATD) but developed a drug reaction, recurrent bilious vomiting, and jaundice and ATD had to be stopped. But her vomiting did not abate and she progressively developed septicemia. An abdominal CT scan diagnosed Wilkie's syndrome, and she was managed non-operatively by decubitus, parenteral nutrition, and nasojejunal tube feeding supplemented with prokinetics and antibiotics. But her sepsis did not resolve. Intraoperative histopathology suggested Candida infection, and she recovered only after systemic antifungal therapy. Debilitation conditions like tuberculosis cause weight loss and loss of intra-abdominal fat pad, which is known to precipitate SMA syndrome. However, its presentation in the early post-operative period is rare. Symptoms may vary from non-specific abdominal fullness and weight loss to features of acute bowel obstruction. CECT of whole abdomen can help in confirming the diagnosis. SMA syndrome is often not considered in differential diagnosis and can delay treatment. Medical management is the mainstay treatment option, although surgery is reserved for cases, which fail medical treatment. High suspicion is needed to diagnose SMA syndrome in the postoperative period, which precipitates with intractable bilious vomiting. Medical management may be curative. The precipitating factor for SMA syndrome should also be addressed to improve the overall patient outcome.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37402589,Successful management of delayed postoperative lung collapse secondary to spillage of aspergilloma.,BMJ case reports,2023,Raja Lahiri; Ishan Jhalani; Ajay Kumar; Aakansha Giri Goswami,"Aspergilloma usually grows in lung cavities, although some may present with intrabronchial masses. Bronchial spillage during surgery is a known and disastrous complication of cavitary aspergilloma with bronchial communication. We present a case of a man in his 40s who developed a cavitary aspergilloma with recurrent haemoptysis almost a decade after his pulmonary tuberculosis. Following a segmentectomy for the same, the patient was extubated on table with well-expanded lung fields. Six hours later, he developed respiratory distress, and X-ray showed a complete lung collapse. An emergency bronchoscopy revealed a fungal ball obstructing the left main bronchus. The mass was successfully removed through bronchoscope, and the patient had lung expansion and uneventful recovery.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37388508,First case of primary appendiceal tuberculosis presented as stump appendicitis.,Journal of surgical case reports,2023,Midhun Mathew; Tony Mathew; Elizabeth Joseph,"Tuberculosis (TB) remains as a significant global public health issue, especially in developing and underdeveloped nations. Extrapulmonary TB comprises 20% of the TB cases; of which 34.4% were in the lymphatics, 25.2% pleural, followed by 12.8% gastrointestinal and 9.4% in the central nervous system. Ileocecal involvement is the most common among gastrointestinal TB. Although it can cause secondary damage to the appendix, primary type of appendicular TB is rare and can occur with no other signs of the disease. A high index of suspicion is necessary for early diagnosis and treatment of TB. Similarly, stump appendicitis (SA) is a rare and delayed complication of appendectomy. Here we report a case of primary appendicular TB in a patient presented to a multi-specialty hospital in Kerala, India, with SA.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37354752,Effect of prediabetes on tuberculosis treatment outcomes: A study from South India.,Diabetes & metabolic syndrome,2023,Vijay Viswanathan; Arutselvi Devarajan; Satyavani Kumpatla; Mythili Dhanasekaran; Subash Babu; Hardy Kornfeld,"The aim was to assess the effect of prediabetes on tuberculosis(TB) treatment outcomes. This is a prospective observational cohort study of 569 eligible new smear positive cases screened for DM between 2014 and 2018 in TB units in North Chennai, South India. Based on study criteria, a total of 187 subjects were included and categorised into two groups: TB with normoglycaemia (groupI) (HbA1c<5.7%) and TB with prediabetes (group II) (HbA1c = 5.7-6.4%) and followed them at 3<sup>rd</sup> and 6<sup>th</sup> month and treatment outcomes were assessed at the end of the TB treatment. Total cure rate was 72.7% with no significant difference between the groups. Higher proportion of deaths occurred in group II (6.3%) compared to group I (1.3%) (p = 0.09). At the end of intensive phase of directly observed therapy (DOTS) treatment, about 23.8% were observed to have positive sputum smear in group II compared to 8.6% in group I(p = 0.019). The estimated relative risk to remain as sputum smear positive among people with prediabetes at the end of intensive phase was 3.0(95% CI: 1.2-7.6). There was a significant association found with HbA1c at enrollment and unfavourable TB treatment outcomes (β = 1.38, [odds ratio (95% CI) 3.98(1.65-9.64); p = 0.007]. Death rate was high and there was a delay in sputum conversion among TB patients with prediabetes at the end of the intensive phase of TB treatment. HbA1c at the time of diagnosis of prediabetes was significantly associated with unfavourable TB treatment outcomes.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
37338470,Impact of anemia on sputum smear conversion and treatment outcomes among newly diagnosed tuberculosis patients in Southern India.,International journal of mycobacteriology,2023,Ramanna Nataraja Hithaish Kumar; Chythra Raghavendra Rao; Ravindra Maradi; Shashikiran Umakanth; Shanthigrama Vasudeva Chidananda Sanju; Balu Palicheralu Sreenivasa Rao,"Tuberculosis (TB) is a leading cause of mortality worldwide. The higher prevalence of anemia among TB patients is concerning due to its association with delayed sputum conversion and poor treatment outcomes. The present study aimed to evaluate the association of anemia with sputum smear conversion and treatment outcomes among TB patients. In a prospective community-based cohort study, TB patients were recruited from 63 primary health centers in the district. Blood samples were collected at baseline, at 2 months, and at the end of 6 months. Data were analyzed using SPSS software version 15. Out of 661 patients recruited, anemia was observed among 503 (76.1%) participants. Prevalence of anemia was more among males 387 (76.9%) than 116 (23.1%) females. Out of 503 anemic patients, 334 (66.4%) had mild, 166 (33.0%) had moderate, and 3 (0.6%) had severe anemia at baseline. At 6-month treatment completion, 16 (6.3%) were still anemic. Among 503 anemic patients, 445 (88.4%) were given iron supplements and remaining 58 (11.6%) were managed with diet modifications. After completion of TB treatment, 495 (98.4%) patients had favorable treatment outcomes, whereas 8 (1.6%) patients had died. Severe anemia was not associated with poor outcomes. The presence of anemia among newly diagnosed TB patients, especially pulmonary TB was high. Increased risk of anemia was noted among males who were alcohol and tobacco consumers. There was no significant association between the presence of anemia and sputum conversion from baseline to 6 months of treatment completion.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
